kingdom,phylum,class,order,family,genus,species,reads,sample
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,31379,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,4888,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp902363575,2019,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes dispar,947,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis,879,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp001941065,1653,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,302,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp900541585,277,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,MGYG000003941,94,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes timonensis,61,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp900542505,53,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp902388705,29,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp900544265,28,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp002161445,23,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp900549305,22,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp002358415,19,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,MGYG000004768,11,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A sp900240235,2787,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A ihumii,751,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A indistinctus,361,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A sp900549685,99,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,MGYG000003254,10,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter inops_A,361,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,30176,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,22362,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900549585,7616,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,1788,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900760525,1518,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp014287585,883,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,326,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides massiliensis,242,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides bouchesdurhonensis,202,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900541965,178,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,MGYG000004180,168,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp003480915,142,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides acidifaciens,81,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides gordonii,50,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900540715,33,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides faecis,32,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900548175,29,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900547435,16,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp003473295,16,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,52861,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,37626,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter laneus,2611,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,MGYG000004650,496,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter sp900548135,491,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,MGYG000003076,2944,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,MGYG000004822,182,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,MGYG000004711,112,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter massiliensis,54,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,5613,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas paravirosa,1153,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas sp003479425,171,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas sp900184685,54,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas faecalis,32,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas synergistica,21,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-279,CAG-279 sp900541935,2545,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-279,CAG-279 sp000437795,202,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-279,CAG-279 sp900550025,12,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,MGYG000004430,507,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp900554845,133,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,MGYG000003831,97,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,MGYG000001643,28,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp900550645,18,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp900767075,18,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,MGYG000002064,60,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,CAG-873 sp900548975,23,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,UBA7173 sp900546835,65,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,UBA7173 sp900759895,11,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Amulumruptor,Amulumruptor caecigallinarius,53,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,SFTJ01,MGYG000002176,45,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,MGYG000003728,20,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,HGM05232,HGM05232 sp900759955,17,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum sp900752995,11,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,MGYG000003270,MGYG000003270,10,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,10,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Coprobacteraceae,Coprobacter,Coprobacter secundus,1244,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Coprobacteraceae,Coprobacter,Coprobacter fastidiosus,137,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Coprobacteraceae,Coprobacter,Coprobacter sp900545915,55,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA11471,UBA11471,UBA11471 sp000434215,308,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA11471,UBA11471,UBA11471 sp900547555,65,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA11471,UBA11471,MGYG000003994,38,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9,MGYG000004050,126,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9,RC9 sp000433355,41,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9,RC9 sp000431015,28,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9,RC9 sp000435075,11,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,UBA1232,UBA1232 sp900544815,174,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,CAG-831,MGYG000002179,18,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,UBA3388,UBA3388 sp900546465,46,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,UBA3388,UBA3388 sp900545215,10,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,F082 sp900542475,20,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000436535,152290,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira rogosae_A,87893,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira eligens_A,83469,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp900316325,16396,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp003537285,12379,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000436475,2358,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000437735,2223,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp900772425,795,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp900547255,385,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp900545725,73,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp900551945,17,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900552665,35498,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,49968,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis,2598,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900542495,1780,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp003470905,508,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp003483745,84,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900753715,69,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900756925,174,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900550935,20,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter faecis,6909,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,51782,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900546625,333,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900547695,164,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp000434275,124,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900549895,38,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900552085,124,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900550545,32,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900548765,30,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900066365,12353,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900760705,8311,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900066565,3961,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp003447295,430,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900772845,12611,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900771995,281,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,MGYG000000621,152,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900766575,77,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066785,6422,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066535,23313,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066055,752,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp000435795,613,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,MGYG000004582,262,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,MGYG000004677,12,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A wexlerae_A,2074,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A obeum,1452,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A faecis,1078,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp000436615,695,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900066145,503,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A massiliensis,7254,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900066505,428,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A luti,216,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp003477525,195,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp003471165,184,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900551465,143,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900120195,138,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,MGYG000003822,133,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A wexlerae_B,129,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A obeum_B,1764,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A caecimuris,71,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900763175,45,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp000285855,39,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,MGYG000001758,26,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900549015,26,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900551715,25,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp003474435,23,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900548245,18,BBL6137-PFH7-LFH6-R395-EXP_S508_L003
